"trans","origin"
"秋风劲吹，洞庭湖水似乎衰老了许多，一夜愁思，湘君也应多了白发。","西风吹老洞庭波，一夜湘君白发多。"
"醉后忘却了水中的星辰只是倒影，清朗的梦中，我卧在天河上。","醉后不知天在水，满船清梦压星河。"
"岳飞墓上荒草离离，一片荒凉，只有秋草、石兽而已。","鄂王坟上草离离，秋日荒凉石兽危。"
"南渡君臣轻视社稷，可中原父老还在盼望着王师的旌旗。","南渡君臣轻社稷，中原父老望旌旗。"
"英雄被害，后悔晚矣，天下灭亡已成定局。","英雄已死嗟何及，天下中分遂不支。"
"不要向西湖吟唱此诗，面对这样的景致无从吟起。","莫向西湖歌此曲，水光山色不胜悲。"
"牛羊在落日下散步，空气中弥漫着野草的清香和乳酪的香甜。","牛羊散漫落日下，野草生香乳酪甜。"
"忽然间狂风大作，沙尘像雪一般袭来，家家都把帐篷的毡帘放下来。","卷地朔风沙似雪，家家行帐下毡帘。"
"江山确实美好但这里不是我的故乡，我漂泊异乡暂栖于此已经将近百年。","江山信美非吾土，漂泊栖迟近百年。"
"青山、屋舍、坟墓、田地、曲折的流水和家乡的相同，没有什么区别，但我不能忍受梦中醒来听到杜鹃凄苦的鸣叫声。 ","山舍墓田同水曲，不堪梦觉听啼鹃。"
"就算是真有像古籍上说的挥舞长戈让夕阳回升的功力，也无法挽救当时注定灭亡的宋朝了！而现在我仿佛又看到了当年楚囚的南冠，只不过这次换成文天祥成了势大元朝的阶下囚。","徒把金戈挽落晖，南冠无奈北风吹。"
"想想历史上张良谋刺秦王和诸葛亮鞠躬尽瘁的故事，文天祥的气节只有比他们更伟大！","子房本为韩仇出，诸葛宁知汉祚移。"
"宋端宗和帝昺就像乘龙而去的黄帝一样，都成为了历史。也停留在历史之中的文天祥自然无法像丁令威那样化作仙鹤回到华表上来看看曾经的大宋故土。","云暗鼎湖龙去远，月明华表鹤归迟。"
"而我们连像晋朝的文人那样在新亭之上哭泣国家衰败只剩半壁江山的机会都没有了，因为现在的局势还远远不如当时的晋朝。 ","不须更上新亭望，大不如前洒泪时。"
"风吹荡汀洲远远望去像天空席卷着如玉雕的浪花，白茫茫一片，水天一线，何等壮阔。","天将暮，雪乱舞，半梅花半飘柳絮。"
"渔翁感到寒冷想要回家去，去发现不记得归路。此时渔翁洒脱的躺在船上，放任船漂流，让它带着自己回去，在有浓厚云层的江面上只隐隐看见一艘小小的渔船。 ","江上晚来堪画处，钓鱼人一蓑归去。"
"万里长江犹如一条长长的白色绸缎伸向远方，淮河两岸青翠的远山连绵起伏。","长江万里白如练，淮山数点青如淀。"
"江上的片片帆船急速地行驶着，如同离弦的箭；山上的清泉从高耸陡峭的悬崖上飞奔而下，仿佛迅捷的闪电。","江帆几片疾如箭，山泉千尺飞如电。"
"自从和你分别后，望不尽远山层叠隐约迷濛，更难忍受清粼粼的江水奔流不回。","自别后遥山隐隐，更那堪远水粼粼。"
"看见柳絮纷飞绵涛滚滚，对着璀璨桃花痴醉得脸生红晕。","见杨柳飞绵滚滚，对桃花醉脸醺醺。"
"闺房里透出香风一阵阵，重门深掩到黄昏，听雨声点点滴滴敲打房门。","透内阁香风阵阵，掩重门暮雨纷纷。"
"旧的泪痕还未干透，又添了新的泪痕，断肠人常挂记着断肠人。","新啼痕压旧啼痕，断肠人忆断肠人。"
"北方边塞的战火已照在秦汉离宫故地的甘泉山上，似同李广那样的飞将军兵出长安再出祁连山关隘。","朔方烽火照甘泉，长安飞将出祁连。"
"执掌犀皮之盾和冰玉利剑的士兵都是征来的良家子弟，跨白马执金缰的都是侠义少年。","犀渠玉剑良家子，白马金羁侠少年。"
"凌晨起就在边塞之地摆下“偃月”之阵，夜幕临近时便以“鱼丽”之阵战胜驱除匈奴的左贤之官。","平明偃月屯右地，薄暮鱼丽逐左贤。"
"历战的山谷中都留下了状如李广以石为虎箭入石中的神力无穷的故事，山岭上则是汉将霍去病胜敌后缴械敌方祭天用具的的美传。","谷中石虎经衔箭，山上金人曾祭天。"
"战事绵绵似天涯般没有穷尽，战场距蓟门(今北京城北)迢迢三千里之遥。","天涯一去无穷已，蓟门迢递三千里。"
"早上见到的是马岭关上的滚滚黄沙，晚上看见的是匈奴王庭处的兵阵如云。","朝见马岭黄沙合，夕望龙城阵云起。"
"(征人行前)庭院中植下的佳树已长到可以攀人的大小，可塞外作战的亲人仍未回还。","庭中奇树已堪攀，塞外征人殊未还。"
"心如飘雪随夫远至于新疆中部的天山之外，又若浮云飞悬到内蒙西部的五原城中。","白云初下天山外，浮云直向五原间。"
"而那万里之遥的关隘高山是不可穿越的，如何独自应对百花芬芳下的清明月色呢？","关山万里不可越，谁能坐对芳菲月。"
"别离后的时光飞逝似流水使人有断肠之痛，那塞外的苦战和寒冷连战马之骨都屡屡受伤。","流水本自断人肠，坚冰旧来伤马骨。"
"塞外的节气与物候与内地大不相同，冬秋长而春季短。","边庭节物与华异，冬霰秋霜春不歇。"
"萧萧长风尚可伴河而渡，南归之雁也可依时不断的逝向天边。","长风萧萧渡水来，归雁连连映天没。"
"（石灰石）只有经过千万次锤打才能从深山里开采出来，它把熊熊烈火的焚烧当作很平常的一件事。","千锤万凿出深山，烈火焚烧若等闲。"
"即使粉身碎骨也毫不惧怕，甘愿把一身清白留在人世间。","粉骨碎身全不怕，要留清白在人间。"
"不要求见面只是希望通过拜贴来问候，因此我的屋中早上堆满了各种名贵的拜贴。","不求见面惟通谒，名纸朝来满敝庐。"
"我也随潮流向他人投送拜贴，人们只会嫌弃简慢，而不会嫌弃这其实只是空虚的礼节。","我亦随人投数纸，世情嫌简不嫌虚。"
"我对书籍的感情就像是多年的朋友，无论清晨还是傍晚忧愁还是快乐总有它的陪伴。","书卷多情似故人，晨昏忧乐每相亲。"
"眼前浏览过无数的文字后，胸中再无半点尘世间世俗的杂念。","眼前直下三千字，胸次全无一点尘。"
"新鲜的想法源源不断的涌来用之不竭，像东风里花柳争换得形色簇新。","活水源流随处满，东风花柳逐时新。"
"漫跨着金鞍，权贵们犹叹芳踪难寻，谅也不信这书斋里别有春景。","金鞍玉勒寻芳客，未信我庐别有春。"
"中山来的戏子服饰鲜丽，郑燕来的的女姬则各有高超的技艺。","中山孺子倚新妆，郑女燕姬独擅场。"
"他们从不同的地方汇集到汴京来．都唱着周宪王编著的剧本。她们唱着唱着，从白天演到晚上，月亮出来，银光倾泻，似在金梁桥的大地上铺了一层自霜。人间的灯火与天上的明月交相辉映，盛况空前。","齐唱宪王春乐府，金梁桥外月如霜。"
"化了新的妆容！却不得人欣赏，竟然和画像争论！这幅仪态妆容！在后宫中又能排到第几名 ！","新妆竟与画图争，知是昭阳第几名？"
"忧愁的看着水中自己纤瘦的身影，你应该怜惜我对于你的爱。","瘦影自临春水照，卿须怜我我怜卿。"
"头上的红色冠子不用特别剪裁，雄鸡身披雪白的羽毛雄纠纠地走来。","头上红冠不用裁，满身雪白走将来。"
"它平生不敢轻易鸣叫，它叫的时候，千家万户的门都打开。","平生不敢轻言语，一叫千门万户开。"
"城里有夕阳而城外却下雪，相距十里天气竟不一样。","城里夕阳城外雪，相将十里异阴晴。"
"可知道造物主是何心意？莫非人心中的苦难还没有磨平。","也知造物曾何意，底事人心苦未平。"
"御史府的楼台倒影在水中，茅屋松竹流泻出寒冷的信息。","柏府楼台衔倒影，茅茨松竹泻寒声。"
"有布被不要担心睡觉冻僵，多一点耐心总会等到天明。","布衾莫谩愁僵卧，积素还多达曙明。"
"驰聘疆场、转战南北是为了报答皇上对我的信任，南北江畔和北方边关的花草都笑我一生忙忙碌碌。","南北驱驰报主情，江花边草笑平生。"
"一年三百六十日，我都是带着兵器骑着战马在疆场上度过的。","一年三百六十日，多是横戈马上行。"
"故园的今天正是元宵节，我却在荒村独坐寂寞冷清。","故园今夕是元宵，独向蛮村坐寂寥。"
"好在有剩下的经书可以作伴，也高兴没有车马经过相邀出游。","赖有遗经堪作伴，喜无车马过相邀。"
"春天到来时草阁的梅花率先开放，月亮照着空旷的庭院积雪尚未消溶。","春还草阁梅先动，月满虚庭雪未消。"
"此时余姚家里的厅堂上灯火通明兄第们都来了，父母也一定思念我独自一人在遥远的地方。","堂上花灯诸第集，重闱应念一身遥。"
"去年的今天还住在京城，元宵节的铜鼓声隐约如滚地的雷响。","去年今日卧燕台，铜鼓中宵隐地雷。"
"月儿依傍着苑楼灯影暗淡，风中传来阁道上来回的马蹄声。","月傍苑楼灯影暗，风传阁道马蹄回。"
"在万里炎荒之地频频回首往事，夜深时听见百姓的笛声使人徒自悲哀。","炎荒万里频回首，羌笛三更谩自哀。"
"还记得先朝许多快乐的事情，孝宗皇帝曾经为两宫开禁。","尚忆先朝多乐事，孝皇曾为两宫开。"
"凿开混沌之地层，获得乌金是煤炭。蕴藏无尽之热力，心藏情义最深沉。","凿开混沌得乌金，藏蓄阳和意最深。"
"融融燃起之炬火，浩浩犹如是春风。熊熊洪炉之烈焰，照破沉灰色的天。","爝火燃回春浩浩，洪炉照破夜沉沉。"
"钟鼎彝器之制作，全赖生成是原力。铁石虽然已死去，仍然保留最忠心。","鼎彝元赖生成力，铁石犹存死后心。"
"只是希望天下人，都是又饱又暖和。不辞辛劳不辞苦，走出荒僻山和林。","但愿苍生俱饱暖，不辞辛苦出山林。"
"城外萧萧刮起了寒冷的的北风，城楼上守城的将士被寒风吹得连耳朵都要掉了一样。","城外萧萧北风起，城上健儿吹落耳。"
"将军在帐篷里面身披貂鼠大衣，手持酒杯忧愁的看着帐外的飞雪。","将军玉帐貂鼠衣，手持酒杯看雪飞。"
"在大海的寒波中，我同倭寇周旋已有十年之久；我站在这里，遥望着京城宫阙。","十年驱驰海色寒，孤臣于此望宸銮。"
"我的心血如同洒在千山万岭上的浓霜，把满山的秋叶都染红了。","繁霜尽是心头血，洒向千峰秋叶丹。"
"一年年过去，白头发不断添新，戎马匆匆里，又一个春天来临。","年去年来白发新，匆匆马上又逢春。"
"为了什么事长久留我在边塞？岁月太无情，年纪从来不饶人。","关河底事空留客？岁月无情不贷人。"
"念念不忘是一片忠心报祖国，想起尊亲来便不禁双泪直淋。","一寸丹心图报国，两行清泪为思亲。"
"孤独的情怀激动得难以排遣，就凑个五辛盘，聊应新春节景。","孤怀激烈难消遣，漫把金盘簇五辛。"
"全身衣服都沾满了血泪和尘埃，尽管现在战乱结束了，但是回到故乡也还会感到悲哀。","满衣血泪与尘埃，乱后还乡亦可哀。"
"在风雨中，梨花落尽了，寒食节也过去了，清明扫墓的时候，有几户人家的坟墓还会有后人来祭拜呢。（因为他们的后人在战乱中死去了） ","风雨梨花寒食过，几家坟上子孙来？"
"昨天夜里，并刀在匣子发出愤懑、郁结的声音，燕赵这一带自古多义士，慷慨悲歌，意气难平。","并刀昨夜匣中鸣，燕赵悲歌最不平；"
"易水慢慢地流着，天青草绿，河山依旧，可惜到哪里再去找荆轲那样的壮士，来为他送行呢？","易水潺湲云草碧，可怜无处送荆卿！"
"细雨蒙蒙打湿了楝花，在南风的吹拂下，每棵枇杷树的果实都慢慢变熟了。","细雨茸茸湿楝花，南风树树熟枇杷；"
"顺着山路慢慢地走着，竟不知路途远近。沿路的黄莺鸣叫着把我送到了家。","徐行不记山深浅，一路莺啼送到家。"
"一夜间，春风吹遍了衡阳城，雁儿盘算着路程，准备立刻从楚水边飞回燕山旁。","春风一夜到衡阳，楚水燕山万里长。"
"不要怪我春天一来就要回去，江南虽好，却是他乡！","莫道春来便归去，江南虽好是他乡。"
"大风驱赶着大雨泼洒到城市里，乌云相互挤压发出低沉的打雷声。","风驱急雨洒高城，云压轻雷殷地声。"
"大雨过去了，不知道下雨的龙去到了哪儿，池塘边，草木青翠，千万只青蛙鸣叫起来。","雨过不知龙去处，一池草色万蛙鸣。"
"碧绿的水，殷红的山，映衬着老夫的拐杖,夕阳落下，在小桥的西边。","碧水丹山映杖藜，夕阳犹在小桥西。"
"老夫低吟着，不经意地惊起了溪鸟，它们飞入乱云的深处啼呜着。","微吟不道惊溪鸟，飞入乱云深处啼。"
"在绿水盈盈、芳草萋萋的美景里，春天的美丽的光景仿佛快要从春雨中走过的样子。","绿池芳草满晴波，春色都从雨里过。"
"而在这暮春时节里虽然农人家的话快要落尽了，但菜畦地里今天来的蝴蝶分外的多。","知是人家花落尽，菜畦今日蝶来多。"
"自南宋建都杭州以来，舍弃了汴梁巍峨的宫阙。","匹马南来渡浙河，汴城宫阙远嵯峨。"
"此时号称中兴宋室，可有几个将领能克敌制胜呢？反倒是主和负国的奸臣一直掌权。","中兴诸将谁降敌，负国奸臣主议和。"
"在寒雨中，岳王祠庙满是黄叶堆积，青山野坟间白云霭霭。","黄叶古祠寒雨积，清山荒冢白云多。"
"为什么朱仙镇大捷之后，岳将军就再没能打胜仗、高奏凯歌了呢？","如何一别朱仙镇，不见将军奏凯歌。"
"滔滔长江从万山中奔腾而来，山的走势和江的流向都是由西向东的。","大江来从万山中，山势尽与江流东。"
"而只有钟山山势由东向西，蜿蜒如龙，似乎要与江河相抗衡。","钟山如龙独西上，欲破巨浪乘长风。"
"长江与钟山相互争雄，两者之势堪称天下壮景。","江山相雄不相让，形胜争夸天下壮。"
"相传秦始皇曾在钟山之下埋下黄金，以振“王气”，但这里山川灵秀之气象至今还是旺盛的。","秦皇空此瘗黄金，佳气葱葱至今王。"
"我心中的忧思怎样才能解开？醉着酒走上雨花台看看。","我怀郁塞何由开，酒酣走上城南台；"
"石头城下，江水震怒汹涌，北边的千万铁骑怎敢渡江？","石头城下涛声怒，武骑千群谁敢渡？"
"不过吴主孙皓，打着黄旗北去洛阳，竟成俘虏，这分明是凶兆，可见连铁索横江都不牢固！","黄旗入洛竟何祥，铁锁横江未为固。"
"历经前代吴国，后代南朝，六朝故都宫阙荒芜，草木已繁茂！","前三国，后六朝，草生官阙何萧萧。"
"一方霸主忙于割据称雄，几度厮杀之，只能使血流入江河似寒潮一般。","英雄乘时务割据，几度战血流寒潮。"
"从此四海之内永远一家人，长江不再用以限阻南北。","从今四海永为家，不用长江限南北。"
"将军你争伐南方，胆气豪迈无比，腰间的钢刀如同一泓秋水般明亮。","大将南征胆气豪，腰横秋水雁翎刀。"
"风吹电闪之中旌旗飘，战鼓擂动，山河震动，日月高标。","风吹鼍鼓山河动，电闪旌旗日月高。"
"将军神勇天生，犹如天上麒麟的后代，敌人如同洞里的蝼蚁一般，怎么能逃走呢？","天上麒麟原有种，穴中蝼蚁岂能逃。"
"等到天下太平，将军奉诏，班师回朝的时候，我（指嘉靖自己）亲自为将军解下战袍，为将军接风。","太平待诏归来日，朕与先生解战袍。"
"林下春光明媚风儿渐渐平和，高山上的残雪已经不多。","林下春晴风渐和，高崖残雪已无多。"
"垂吊在空中的蛛丝冉冉飘动花枝静谧，远远的看见白鸟从石板路上面飞过。","游丝冉冉花枝静，青壁迢迢白鸟过。"
"忽而在山中怀念起旧时的朋友，多少回梦到洞口雾气缭绕的藤萝。","忽向山中怀旧侣，几从洞口梦烟萝。"
"衣服沾满尘土最终要换下呵，好到湖边采荷花与菱角。 ","客衣尘土终须换，好与湖边长芰荷。"
"我刚刚从莲城踏青回来，只在家置备了菖蒲、竹叶和雄黄酒，我觉得这样就可以过端午了。","独写菖蒲竹叶杯，蓬城芳草踏初回。"
"我明知屈原不是沉溺在我们的瓯江，何必要劳民伤财以如此豪华的龙舟竞渡来凭吊屈原呢？","情知不向瓯江死，舟楫何劳吊屈来。"
"滚滚黄河水包围着长安，河上秋风阵阵，有几行大雁飞过。","黄河水绕汉宫墙，河上秋风雁几行。"
"士兵们跨过护城河时尘沙阵阵，将军从弓袋中拔箭射敌军。","客子过壕追野马，将军弢箭射天狼。"
"船驶在黄尘漫漫的古渡口，水流湍急，士兵们只好扶挽着坐在船中；明月当空，使战场悲凉起来。","黄尘古渡迷飞挽，白月横空冷战场。"
"听说朔方有很多勇敢而有谋略的人，而今天谁会成为像大将郭子仪一样的人？","闻道朔方多勇略，只今谁是郭汾阳。"
"在端午节这天，围在岸上的人们，惊怕地观看着群龙在水上嬉戏，不知道原来这是装饰成龙形的小船。","共骇群龙水上游，不知原是木兰舟。"
"船上彩旗猎猎作响震纪空中翻飞，敲响的锣鼓喧闹，清清的水流。","云旗猎猎翻青汉，雷鼓嘈嘈殷碧流。"
"从古到今屈原的冤魂不散，楚国的风俗至今仍存。","屈子冤魂终古在，楚乡遗俗至今留。"
"闲暇的日子正适合在江亭喝酒聚会，诵读《离骚》，哪觉得其中的忧愁。","江亭暇日堪高会，醉讽离骚不解愁。"
"万紫千红的景色不需过分地夸，今天有只蝴蝶飞别邻居家去了。","万紫千红莫谩夸，今朝粉蝶过邻家。"
"王昭君不幸遇到了画家毛延寿，改变了命运，汤帝容不下陈后主的爱妃张丽华，把她处死了。","昭君偏遇毛延寿，炀帝难留张丽华。"
"深深的小院白白地锁住了青春，而野外的红日又到了快落时候了。","深院青春空白锁，平原红日又西斜。"
"村边小桥流水景色虽美但村里己萧条无人住了，连流莺都沒有只有青蛙在叫。","小桥流水闲村落，不见啼莺有吠蛙。"
"元美手持插着白羽的军事文书，冒着霜冻的寒气出行塞外。东北边境的异族侵扰边关，那报警的狼烟在相连不断的烽火台上一个个燃起，直抵京城。","白羽如霜出塞寒，胡烽不断接长安。"
"元美出行之时，正当拂晓，城头上斜挂一弯西垂的冷月。天明以后，一场恶战又会在前线爆发。戍守边关的将士们人未卸衣，马未卸鞍，他们正焦急地翘首等待着京城的决策到来。 ","城头一片西山月，多少征人马上看。"
"四十年来，甘守贫困度残生，脚穿麻鞋，此日登台望旧京。","生平四十老柴荆，此日麻鞋拜故京。"
"满目破碎，大好河山谁摧毁？一腔悲愤，园陵松柏竟凋零！","谁使山河全破碎？可堪翦伐到园陵！"
"牛羊践踏，大片春草变狼籍，车马驰骋，半是旧官显骄横。","牛羊践履多新草，冠盖雍容半旧卿。"
"暮色苍茫，欲哭无泪残阳斜，悲风猎猎，吹起大江呜咽声。","歌泣不成天已暮，悲风日夜起江生。"
"每到好友唐叔良高雅的书斋，我就思绪无穷。书斋是如此的玲珑别致，旷野一览无余。","高斋每到思无穷，门巷玲珑野望通。"
"东边村落下了一场阵雨，仍然能看到西边村落那边的落日。","片雨隔村犹夕照，疏林映水已秋风。"
"白日里背着药囊行医济世、手持诗书漫步，夜晚静坐于灯烛中看那灯火闪烁。","药囊诗卷闲行后，香灺灯光静坐中。"
"问这浮沉人世江湖，像唐兄你这样的无事之人又有几多？","为问只今江海上，如君无事几人同？"
"高低不平的小路穿行于乱山之间，诸位贤人相送这么远真令我不安。","蹊路高低入乱山，诸贤相送愧间关。"
"小溪上空乌云压头更增添了离别的愁绪，风吹动着衣服雪花沾满了鬓发。","溪云压帽兼愁重，风雪吹衣着鬓斑。"
"什么时候还能在燃着花烛的草堂上共叙情谊，我呀等着听你们登科及弟的喜讯。","花烛夜堂还共语，桂枝秋殿听跻攀。"
"只要互相思念也用不着太多的书信问侯，分别之后我希望你们更深入的研究学问。","相思不作勤书礼，别后吾言在订顽。"
"傍晚时来到铺满大雪的山城关界，回乡的心情和离别的愁绪使人茫然若失。","雪满山城入暮关，归心别意两茫然。"
"学生们在困难时跟随我真令我惭愧，这使人会想起孔子微服过宋的故事来。","及门真愧从陈日，微服还思过宋年。"
"岁暮时不为什么也要在一起喝酒论道，春天里要记着寄书信来。","樽酒无因同岁晚，缄书有雁寄春前。"
"莫要推辞通宵秉烛而坐，过了明天呵陇上的烟雾就隔断了相互的思念。","莫辞秉烛通霄坐，明日相思隔陇烟。"
"阵阵轰鸣的爆竹声中，旧的一年已经过去；和暖的春风吹来了新年，人们欢乐地畅饮着新酿的屠苏酒。","爆竹声中一岁除，春风送暖入屠苏。"
"初升的太阳照耀着千家万户，他们都忙着把旧的桃符取下，换上新的桃符。","千门万户曈曈日，总把新桃换旧符。"
"风和日丽游春在泗水之滨，无边无际的风光焕然一新。","胜日寻芳泗水滨，无边光景一时新。"
"谁都可以看出春天的面貌，春风吹得百花开放、万紫千红，到处都是春天的景致。","等闲识得东风面，万紫千红总是春。"
"回想我早年由科举入仕历尽辛苦，如今战火消歇已熬过了四个年头。","辛苦遭逢起一经，干戈寥落四周星。"
"国家危在旦夕恰如狂风中的柳絮，个人又哪堪言说似骤雨里的浮萍。","山河破碎风飘絮，身世浮沉雨打萍。"
"惶恐滩的惨败让我至今依然惶恐，零丁洋身陷元虏可叹我孤苦零丁。","惶恐滩头说惶恐，零丁洋里叹零丁。"
"人生自古以来有谁能够长生不死？我要留一片爱国的丹心映照史册。","人生自古谁无死？留取丹心照汗青。"
"泉眼悄然无声是因舍不得细细的水流，树荫倒映水面是喜爱晴天和风的轻柔。","泉眼无声惜细流，树阴照水爱晴柔。"
"娇嫩的小荷叶刚从水面露出尖尖的角，早有一只调皮的小蜻蜓立在它的上头。","小荷才露尖尖角，早有蜻蜓立上头。"
"不要笑农家腊月里酿的酒浊而又浑，在丰收屿年景里待客菜肴非常丰繁。","莫笑农家腊酒浑，丰年留客足鸡豚。"
"山峦重叠水流曲折正担心无路可走，柳绿花艳忽然眼前又出现一个山村。","山重水复疑无路，柳暗花明又一村。"
"吹着箫打起鼓春社的日子已经接近，村民们衣冠简朴古代风气仍然保存。","箫鼓追随春社近，衣冠简朴古风存。"
"今后如果还能乘大好月色出外闲游，我一定拄着拐杖随时来敲你的家门。","从今若许闲乘月，拄杖无时夜叩门。"
"六月里西湖的风光景色到底和其他时节的不一样：","毕竟西湖六月中，风光不与四时同。"
"那密密层层的荷叶铺展开去，与蓝天相连接，一片无边无际的青翠碧绿；那亭亭玉立的荷花绽蕾盛开，在阳光辉映下，显得格外的鲜艳娇红。","接天莲叶无穷碧，映日荷花别样红。"
"从正面、侧面看庐山山岭连绵起伏、山峰耸立，从远处、近处、高处、低处看庐山，庐山呈现各种不同的样子。","横看成岭侧成峰，远近高低各不同。"
"我之所以认不清庐山真正的面目，是因为我人身处在庐山之中。 ","不识庐山真面目，只缘身在此山中。"
"京口和瓜洲不过一水之遥，钟山也只隔着几重青山。","京口瓜洲一水间，钟山只隔数重山。"
"温柔的春风又吹绿了大江南岸，可是，天上的明月呀，你什么时候才能够照着我回家呢？","春风又绿江南岸，明月何时照我还？"
"我本来知道，当我死后，人间的一切就都和我无关了；但唯一使我痛心的，就是我没能亲眼看到祖国的统一。","死去元知万事空，但悲不见九州同。"
"因此，当大宋军队收复了中原失地的那一天到来之时，你们举行家祭，千万别忘把这好消息告诉我！","王师北定中原日，家祭无忘告乃翁。"
"晴天，西湖水波荡漾，在阳光照耀下，光彩熠熠，美极了。下雨时，远处的山笼罩在烟雨之中，时隐时现，眼前一片迷茫，这朦胧的景色也是非常漂亮的。","水光潋滟晴方好，山色空蒙雨亦奇。"
"如果把美丽的西湖比作美人西施，那么淡妆也好，浓妆也罢，总能很好地烘托出她的天生丽质和迷人神韵。","欲把西湖比西子，淡妆浓抹总相宜。"
"梅花和雪花都认为各自占尽了春色，谁也不肯服输。难坏了诗人，难写评判文章。","梅雪争春未肯降，骚人搁笔费评章。"
"说句公道话，梅花须逊让雪花三分晶莹洁白，雪花却输给梅花一段清香。","梅须逊雪三分白，雪却输梅一段香。"
"我是在无花可观赏，无酒可饮的情况下过这个清明节的，这样寂寞清苦的生活，就像荒山野庙的和尚，一切对于我来说都显得很萧条寂寞。","无花无酒过清明，兴味萧然似野僧。"
"昨天从邻家讨来新燃的火种，在清明节的一大早，就在窗前点灯，坐下来潜心读书。 ","昨日邻家乞新火，晓窗分与读书灯。"
"天空黑暗，大风卷着江湖上的雨，四周的山上哗哗大雨像巨浪翻滚之声。","风卷江湖雨暗村，四山声作海涛翻。"
"溪柴烧的小火和裹在身上的毛毡都很暖和，我和猫儿都不愿出门。","溪柴火软蛮毡暖，我与狸奴不出门。"
"我直挺挺躺在孤寂荒凉的乡村里，没有为自己的处境而感到悲哀，心中还想着替国家防卫边疆。","僵卧孤村不自哀，尚思为国戍轮台。"
"夜将尽了，我躺在床上听到那风雨的声音，迷迷糊糊地梦见，自己骑着披着铁甲的战马跨过冰封的河流出征北方疆场。","夜阑卧听风吹雨，铁马冰河入梦来。"
"古人做学问是不遗余力的，往往要到老年才取得成就。","古人学问无遗力，少壮工夫老始成。"
"从书本上得来的知识，毕竟是不够完善的。如果想要深入理解其中的道理，必须要亲自实践才行。","纸上得来终觉浅，绝知此事要躬行。"
"山坡田野间草木茂盛，稻田里的水色与天光相辉映。天空中烟雨蒙蒙，杜鹃声声啼叫，大地一片欣欣向荣的景象。","绿遍山原白满川，子规声里雨如烟。"
"四月到了，没有人闲着，刚刚结束了蚕桑的事又要插秧了。","乡村四月闲人少，才了蚕桑又插田。"
"听说在飞来峰极高的塔上，鸡鸣时分可看到旭日初升。","飞来山上千寻塔，闻说鸡鸣见日升。"
"不怕浮云会遮住我的视线，只因为如今我身在最高层。","不畏浮云遮望眼，只缘身在最高层。"
"乌云上涌，就如墨汁泼下，却又在天边露出一段山峦，明丽清新，大雨激起的水花如白珠碎石，飞溅入船。","黑云翻墨未遮山，白雨跳珠乱入船。"
"忽然间狂风卷地而来，吹散了满天的乌云，而那西湖的湖水碧波如镜，明媚温柔。","卷地风来忽吹散，望湖楼下水如天。"
"篱笆稀稀落落，一条小路通向远方，树上的花瓣纷纷飘落，却还尚未形成树阴。","篱落疏疏一径深，树头花落未成阴。"
"小孩子飞快地奔跑着追赶黄色的蝴蝶，可是蝴蝶突然飞入菜花丛中，再也找不到了。","儿童急走追黄蝶，飞入菜花无处寻。"
"也许是园主担心我的木屐踩坏他那爱惜的青苔，轻轻地敲柴门，久久没有人来开。","应怜屐齿印苍苔，小扣柴扉久不开。"
"可是这满园的春色毕竟是关不住的，你看，那儿有一枝粉红色的杏花伸出墙头来。","春色满园关不住，一枝红杏出墙来。"
"你在秋天盛开，从不与百花为丛。独立在稀疏的篱笆旁边，你的情操意趣并未衰穷。","花开不并百花丛，独立疏篱趣未穷。"
"宁可在枝头上怀抱着清香而死，绝不会吹落于凛冽北风之中！","宁可枝头抱香死，何曾吹落北风中。"
"迢迢万里的银河朝西南方向下坠，喔喔的鸡叫之声在邻家不断长鸣。","迢迢天汉西南落，喔喔邻鸡一再鸣。"
"疾病折磨我几乎把救亡壮志消尽，出门四望不禁手搔白发抱憾平生。","壮志病来消欲尽，出门搔首怆平生。"
"三万里长的黄河奔腾向东流入大海，五千仞高的华山耸入云霄上摩青天。","三万里河东入海，五千仞岳上摩天。"
"中原人民在胡人压迫下眼泪已流尽，他们盼望王师北伐盼了一年又一年。","遗民泪尽胡尘里，南望王师又一年。"
"竹林外两三枝桃花初放，鸭子在水中游戏，它们最先察觉了初春江水的回暖。","竹外桃花三两枝，春江水暖鸭先知。"
"河滩上已经满是蒌蒿，芦笋也开始抽芽，而河豚此时正要逆流而上，从大海回游到江河里来了。","蒌蒿满地芦芽短，正是河豚欲上时。"
"大雁北飞，就像要回到北方家乡的人那样，但是由于依恋，差一点掉了队。","两两归鸿欲破群，依依还似北归人。"
"还没有飞到北方时，就已经知道北方的沙漠多风雪了，还是再在江南渡过半月的春光时节吧。","遥知朔漠多风雪，更待江南半月春。"
"中秋月圆，月光洒在庭院，院中梧桐树影婆娑，我一人羁旅异乡，节日里看这月亮下的树影，时间缓缓过去，影子不知不觉的移动着。","十轮霜影转庭梧，此夕羁人独向隅。"
"遥看天上明月，想那月宫中的婵娟，现在也未尝不感遗憾吧，陪伴她的，毕竟只有那清冷月亮和孤寂桂树。","未必素娥无怅恨，玉蟾清冷桂花孤。"
"青山无尽楼阁连绵望不见头，西湖上的歌舞几时才能停休？","山外青山楼外楼，西湖歌舞几时休？"
"暖洋洋的香风吹得贵人如醉，简直是把杭州当成了那汴州。","暖风熏得游人醉，直把杭州作汴州。"
